unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent H1975 H2228 HCC827 poor_quality traj total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RCA
268016 24312 427323 160742 13848 386 20598 8620 55980 0.998803143801571 0.858681671872333 0.857180982997323 2 2 5 NO YES 8376 3.9230885154424 55708 4.74592536276065 15.4843110504775 23.4167444532204 33.0796294966612 47.027356932577 8297 3.91897343049295 53791 4.73071769175938 96.558842536081 15.0638582662527 22.7603130635236 32.1429235373947 46.0987897603688 79 1.90308998699194 1917 3.28284860283464 3.44115746391901 97.9655712050078 100 14 1.17609125905568 67 1.83250891270624 0.120269979177138 24 1.39794000867204 1686 3.22711508258913 3.02649529690529 41 1.6232492903979 164 2.21748394421391 0.294392187836576 100 FALSE 1
157968 13609 248041 77650 7828 201 15955 6875 34393 0.998778820981368 0.852237373636427 0.868723034128156 1 7 1 NO YES 6756 3.82975391892497 34251 4.53468593534974 15.4097690578377 23.1496890601734 32.8428367054977 47.4467898747482 6689 3.82542611776782 32676 4.51424217811585 95.4015941140405 14.2000244828008 21.6733994368956 31.1513037091443 45.9664585628596 67 1.83250891270624 1575 3.19755621315354 4.59840588595953 98.9206349206349 100 9 1 42 1.63346845557959 0.122624156958921 25 1.41497334797082 1442 3.15926633109349 4.21009605558962 33 1.53147891704226 91 1.96378782734556 0.265685673410995 100 FALSE 1
175851 15637 245320 115995 8055 373 20784 7406 38725 0.998373143706037 0.850897352911324 0.866081119152713 1 7 1 NO YES 7268 3.86147466885717 38567 4.58622711847495 16.1225918531387 24.4950346150854 34.4128399927399 48.7489304327534 7200 3.8573928109209 36606 4.56356413923851 94.9153421318744 14.658799103972 22.7640277550128 32.4892094192209 47.076981915533 68 1.83884909073726 1961 3.29269900304393 5.0846578681256 98.9801121876594 100 11 1.07918124604762 60 1.78532983501077 0.155573417688698 24 1.39794000867204 1774 3.24919835739111 4.59978738299583 33 1.53147891704226 127 2.10720996964787 0.329297067441077 100 FALSE 1
105858 8996 144592 59818 4491 117 37876 4855 18241 0.998300531221808 0.81031741636406 0.879008344384439 1 7 1 NO YES 4777 3.67924614541386 18157 4.25906801176232 21.407721539902 29.4266674010024 38.7729250426833 53.1530539185989 4729 3.67486114073781 16117 4.20731115143613 88.7646637660406 15.1703170565242 23.0874232177204 32.7728485450146 48.377489607247 48 1.69019608002851 2040 3.30984300471607 11.2353362339594 100 100 7 0.903089986991944 31 1.50514997831991 0.170733050614088 21 1.34242268082221 1961 3.29269900304393 10.8002423307815 20 1.32221929473392 48 1.69019608002851 0.26436085256375 100 FALSE 1
170656 15124 286944 94265 8287 213 9054 7457 39245 0.99887883781402 0.855752324918906 0.85970165378987 1 7 1 NO YES 7290 3.86278709823534 39060 4.59174335745984 14.8771121351767 22.9057859703021 32.5396825396825 47.2119815668203 7229 3.85913829729453 37889 4.57852460527499 97.0020481310804 14.5398400591201 22.3283802686796 31.7664757581356 46.4461981049909 61 1.79239168949825 1171 3.06892761168207 2.99795186891961 99.0606319385141 100 9 1 44 1.65321251377534 0.112647209421403 20 1.32221929473392 1035 3.01535975540921 2.64976958525346 32 1.51851393987789 92 1.96848294855394 0.235535074244752 100 FALSE 1
221754 18767 373955 116013 12011 323 31237 8311 50294 0.99862806676768 0.848152861007644 0.858273182034998 1 7 1 NO YES 8110 3.9090744014009 50079 4.69966432020237 15.8809081650991 24.509275344955 34.1979672118053 47.9961660576289 8034 3.90498588109936 47433 4.67608974924979 94.7163481698916 14.4414226382476 22.6087323171632 32.0325511774503 46.0649758606877 76 1.88649072517248 2646 3.42275394130135 5.28365183010843 98.9417989417989 100 12 1.11394335230684 69 1.84509804001426 0.137782303959744 23 1.38021124171161 2446 3.38863396935179 4.88428283312366 41 1.6232492903979 131 2.12057393120585 0.26158669302502 100 FALSE 1
189173 14050 259549 105893 6798 252 42934 6323 31196 0.998525451660942 0.8300743682427 0.867867397144699 2 2 5 NO YES 6195 3.79211140908717 31055 4.49214551804429 20.0193205602963 28.4688455965223 37.8296570600547 51.7694413137981 6126 3.78724788033195 28214 4.45048005460606 90.8517146997263 15.7935776564826 23.9278372439215 33.4124902530659 48.1144112851776 69 1.84509804001426 2841 3.45362407359145 9.14828530027371 99.3312214009152 100 8 0.954242509439325 46 1.67209785793572 0.148124295604573 25 1.41497334797082 2695 3.43071988786328 8.67815166639832 36 1.56820172406699 100 2.00432137378264 0.32200933827081 100 FALSE 1
240810 25560 360795 138509 11244 462 21423 7841 45434 0.998965532200782 0.853149623442103 0.867852078211895 2 2 5 NO YES 7679 3.88536122003151 45268 4.65580090096137 14.5908809755235 22.3778386498189 32.0888928161174 46.3948042767518 7606 3.88121341625502 43465 4.63814967566685 96.0170539895732 13.9468537904061 21.4241343609801 30.9260324398942 45.2847118371103 73 1.86923171973098 1803 3.25623653320592 3.98294601042679 98.2806433721575 100 7 0.903089986991944 47 1.68124123737559 0.103826102323937 23 1.38021124171161 1556 3.19228861256812 3.4373067067244 43 1.64345267648619 200 2.30319605742049 0.441813201378457 100 FALSE 1
163316 14913 235571 97965 8663 270 9448 7195 37000 0.998432432162586 0.85778378355195 0.862810577618763 2 2 5 NO YES 7059 3.8488047010518 36855 4.56650819924462 15.7970424637091 23.972323972324 33.8542938542939 48.1779948446615 6987 3.84435289631089 35607 4.55154758127447 96.6137566137566 15.5896312522819 23.5346982334934 33.0637234251692 47.4148341618221 72 1.86332286012046 1248 3.09656243837414 3.38624338624339 98.2371794871795 100 10 1.04139268515822 58 1.77085201164214 0.157373490706824 22 1.36172783601759 1079 3.03342375548695 2.92768959435626 40 1.61278385671974 111 2.04921802267018 0.301180301180301 100 FALSE 1
224957 24093 340754 119021 10885 407 15158 7431 40356 0.998265437357948 0.856849043300414 0.856724933906994 2 0 7 NO NO 7265 3.8612953935267 40182 4.60404235737014 15.1112438405256 23.1347369468916 32.7410283211388 46.9613259668508 7185 3.85648721286863 38838 4.58926803946272 96.6552187546663 14.8668829496885 22.6736701168958 32.0536587877852 46.2948658530305 80 1.90848501887865 1344 3.12872228433843 3.34478124533373 97.1726190476191 100 12 1.11394335230684 70 1.85125834871908 0.174207356527799 23 1.38021124171161 1128 3.05269394192497 2.80722711661938 45 1.66275783168157 146 2.16731733474818 0.363346772186551 100 FALSE 1
292399 27583 454817 177606 13949 336 26152 9160 69330 0.999163421174216 0.853180441244313 0.84997824174553 2 0 7 NO NO 8938 3.95128893727767 69083 4.83937747550276 16.3281849369599 24.9554883256373 34.9521589971484 48.9223108434781 8864 3.94767873993694 66311 4.82159212662812 95.9874354037896 15.7877275263531 23.9824463512841 33.6942588710772 47.7190812987287 74 1.8750612633917 2772 3.44294986957786 4.01256459621036 98.6652236652237 100 9 1 58 1.77085201164214 0.0839569792857867 25 1.41497334797082 2506 3.39915433395822 3.62752051879623 40 1.61278385671974 208 2.32014628611105 0.301087098128338 100 FALSE 1
175519 16011 296557 95031 10304 262 29676 7392 42537 0.998565954110876 0.842748665669241 0.855114169989851 2 0 7 NO NO 7248 3.86027809975224 42378 4.6271507046257 17.1102930765963 25.5250365755817 35.7544008683751 50.3468780971259 7181 3.85624540079005 40129 4.60346915973384 94.6930010854689 15.5747713623564 23.7135238854694 33.7910239477684 48.5808268334621 67 1.83250891270624 2249 3.35218251811136 5.30699891453112 99.1107158737217 100 11 1.07918124604762 61 1.79239168949825 0.143942611732503 24 1.39794000867204 2072 3.31659930209386 4.88932936901222 32 1.51851393987789 116 2.06818586174616 0.273726933786399 100 FALSE 1
219289 19263 337685 114757 12415 264 34851 7595 45957 0.998498596296865 0.843310050516067 0.854820624753438 2 0 7 NO NO 7425 3.87075494489014 45771 4.66059988926774 17.4783159642568 26.0164733127963 36.0970920451814 50.5713224530816 7348 3.86622824737965 43082 4.63430593692127 94.1251010465142 15.7513578756789 23.8707580892252 33.8656515482104 48.6212339260016 77 1.89209460269048 2689 3.42975228000241 5.87489895348583 98.5868352547415 100 9 1 69 1.84509804001426 0.150750475191715 25 1.41497334797082 2443 3.38810120157052 5.33744073758493 43 1.64345267648619 177 2.25042000230889 0.386707740709183 100 FALSE 1
86265 6400 122446 40743 4637 402 8313 4845 18412 0.995872256682668 0.837117097090421 0.862263272722533 2 5 2 NO YES 4759 3.67760695272049 18317 4.26287805468231 16.8641153027242 25.3534967516515 35.5134574439046 51.536823715674 4705 3.67265192284 17316 4.23847265694836 94.5351312987935 15.4654654654655 23.7179487179487 33.6971586971587 49.982674982675 54 1.74036268949424 1001 3.00086772153123 5.46486870120653 99.6003996003996 100 8 0.954242509439325 75 1.88081359228079 0.409455696893596 23 1.38021124171161 871 2.94051648493257 4.75514549325763 23 1.38021124171161 55 1.7481880270062 0.300267511055304 100 FALSE 1
243054 19252 400064 128528 12987 564 25332 8416 54131 0.998928525059776 0.854833644149409 0.844839215082076 2 2 5 NO YES 8232 3.91555811541152 53924 4.73179015377458 15.8296862250575 24.2656331132705 34.2203842444922 48.3606557377049 8152 3.91131744232403 51941 4.71551866790093 96.3226021808471 15.4367455382068 23.582526327949 33.1953562696136 47.4114861092393 80 1.90848501887865 1983 3.29754166781816 3.67739781915288 98.1845688350983 100 12 1.11394335230684 58 1.77085201164214 0.107558786440175 24 1.39794000867204 1724 3.23678909940929 3.19709220384244 44 1.65321251377534 201 2.30535136944662 0.372746828870262 100 FALSE 1
102136 9494 152804 65472 5405 273 10006 5612 23159 0.997279674857602 0.842264346110685 0.85560652204045 2 2 5 NO YES 5509 3.74115159885178 23047 4.36263324527236 16.8178070898599 24.7450861283464 34.5381177593613 49.5292228923504 5451 3.73655584716264 21957 4.34159278074529 95.2705341259166 15.5303547843512 23.2408799016259 32.9553217652685 48.0666757753792 58 1.77085201164214 1090 3.03782475058834 4.72946587408339 99.2660550458716 100 11 1.07918124604762 63 1.80617997398389 0.273354449602985 19 1.30102999566398 968 2.98632377705077 4.20011281294745 28 1.46239799789896 59 1.77815125038364 0.255998611532954 100 FALSE 1
242649 19293 415724 121693 14642 403 22939 8757 60988 0.99885223306243 0.852266019405085 0.855053312938068 2 2 5 NO YES 8570 3.93303149510241 60786 4.78381071032645 15.9099134669167 24.2161023919982 34.0160563287599 48.1344388510512 8490 3.92895884088083 58412 4.76650951149544 96.0944954430296 15.2691227829898 23.2366636992399 32.8031911251113 47.012600150654 80 1.90848501887865 2374 3.37566361396089 3.90550455697035 98.0623420387532 100 13 1.14612803567824 69 1.84509804001426 0.113512979962491 25 1.41497334797082 2113 3.32510498297141 3.47612937189484 42 1.63346845557959 192 2.28555730900777 0.315862205113019 100 FALSE 1
181714 18337 272107 88868 7997 302 34883 6977 37582 0.998642967112276 0.831648129202371 0.865600323133329 2 2 5 NO YES 6861 3.83645071372015 37438 4.57332424016538 19.3119290560393 27.4079811955767 37.4485816550029 51.5599123884823 6788 3.83180580867439 34793 4.54150435913186 92.9349858432609 16.4573333716552 24.3353548127497 34.380478831949 48.9437530537752 73 1.86923171973098 2645 3.42258983985148 7.06501415673914 98.8657844990548 100 11 1.07918124604762 51 1.7160033436348 0.136225225706501 26 1.43136376415899 2491 3.39654803798713 6.65366739676265 36 1.56820172406699 103 2.01703333929878 0.275121534269993 100 FALSE 1
758270 68575 1169549 360011 39993 515 122237 12675 147441 0.99964731648594 0.841224625386343 0.863138417187999 2 2 5 NO YES 12093 4.08256996426992 146767 5.16663137616352 15.4373939645833 23.2661293069968 32.3880708878699 45.415522562974 11997 4.07910885760144 138799 5.14238946611884 94.5709866659399 13.4763218755178 20.9353093321998 29.923846713593 43.1962766302351 96 1.98677173426624 7968 3.90140382682525 5.42901333406011 98.644578313253 100 10 1.04139268515822 52 1.72427586960079 0.0354303079030027 26 1.43136376415899 7458 3.87268060715193 5.08152377578066 60 1.78532983501077 458 2.66181268553726 0.312059250376447 97.5982532751092 FALSE 1
181128 14447 297643 83768 9643 407 28934 7653 42565 0.998472923529079 0.844449665019511 0.868224863567517 2 2 5 NO YES 7485 3.8742498227784 42376 4.62713020840209 16.7736454596942 24.8348121578252 34.3614309986785 48.4826316783085 7416 3.87022827901179 40035 4.60245068057787 94.4756465924108 15.1242662670164 22.805045585113 32.2243037342325 46.5942300487074 69 1.84509804001426 2341 3.36958689073634 5.5243534075892 99.1883810337463 100 7 0.903089986991944 64 1.81291335664286 0.151028884274117 22 1.36172783601759 2112 3.32489949705231 4.98395318104587 40 1.61278385671974 165 2.22010808804005 0.389371342269209 100 FALSE 1
160688 10827 277954 52727 8058 511 35212 7019 39680 0.998361894909687 0.825554435275818 0.853376801064314 2 2 5 NO YES 6902 3.83903787338831 39547 4.5971245254841 19.2075252231522 27.6101853490783 37.5097984676461 51.4248868435027 6832 3.83461142072269 36693 4.56459505662484 92.7832705388525 16.1311421797073 24.3888480091571 34.3035456354073 48.6986618701115 70 1.85125834871908 2854 3.45560611258187 7.2167294611475 99.2992291520673 100 10 1.04139268515822 65 1.81954393554187 0.164361392773156 25 1.41497334797082 2688 3.4295908022233 6.79697575037297 35 1.55630250076729 101 2.00860017176192 0.255392318001365 100 FALSE 1
124011 9242 215809 64402 7864 424 10435 6239 30769 0.997692482369368 0.851896388946051 0.838603516980234 2 2 5 NO YES 6119 3.78675142214556 30643 4.48634545366764 17.0348856182489 25.8362431876775 35.6525144404921 50.3801847077636 6053 3.78204241662055 29528 4.47024873982537 96.3613223248376 16.706177187754 25.2980222162016 34.8956922243295 49.610539149282 66 1.82607480270083 1115 3.04766419460156 3.63867767516235 98.5650224215247 100 11 1.07918124604762 70 1.85125834871908 0.228437163463107 24 1.39794000867204 933 2.97034687623009 3.04474105015827 31 1.50514997831991 112 2.05307844348342 0.365499461540972 100 FALSE 1
775832 64712 1285439 372060 39074 373 141492 12311 158514 0.999545781382115 0.844240887186984 0.866472307400463 2 2 5 NO YES 11752 4.07014873615231 157905 5.19839863233499 16.8196067255628 24.626832589215 34.0267882587632 47.484880149457 11648 4.06628864526571 148909 5.17292386362854 94.3029036445964 14.7546488123619 22.2055080619707 31.5400680952797 45.2544842823469 104 2.02118929906994 8996 3.95409772047919 5.69709635540357 98.7661182747888 99.9555357936861 15 1.20411998265592 71 1.85733249643127 0.0449637440233051 31 1.50514997831991 8428 3.92577605383675 5.33738640321712 58 1.77085201164214 497 2.69722934275972 0.314746208163136 98.3903420523139 FALSE 1
243051 19935 442176 97241 14897 394 18495 9120 66122 0.998956474244736 0.856401802598772 0.854738081918562 2 2 5 NO YES 8901 3.9494875899465 65871 4.81870084965341 15.3466624159342 23.3562569264168 33.0919524525208 47.0707898771842 8823 3.94566549943213 63720 4.80428258274545 96.7345265746687 14.9670433145009 22.7510985561833 32.2065285624608 46.206842435656 78 1.89762709129044 2151 3.33284226699435 3.26547342533133 98.372849837285 100 14 1.17609125905568 69 1.84509804001426 0.10475019356014 21 1.34242268082221 1886 3.27577190016493 2.8631719573105 43 1.64345267648619 196 2.29446622616159 0.297551274460688 100 FALSE 1
91542 8131 116850 55147 4313 366 15352 5358 22213 0.996128392834769 0.828073650192197 0.855624699219061 2 5 2 NO YES 5268 3.72172819857279 22112 4.34464766591941 19.5459479015919 28.6722141823444 38.7029667149059 53.5908104196816 5208 3.7167543574327 20156 4.3044258958094 91.1541244573082 15.5884103988887 24.6775153800357 34.704306410002 50.3224846199643 60 1.78532983501077 1956 3.291590825658 8.84587554269175 99.4887525562372 100 11 1.07918124604762 86 1.93951925261862 0.388929088277858 24 1.39794000867204 1820 3.26030994579492 8.23082489146165 25 1.41497334797082 50 1.70757017609794 0.226121562952243 100 FALSE 1
234069 21470 394237 109486 13248 238 48279 8416 56342 0.999183557381849 0.834901139321483 0.846987887013616 2 2 5 NO YES 8246 3.91629599456313 56159 4.74942709912175 18.1929877668762 26.4481205149664 36.4536405562777 50.2021047383322 8170 3.91227521049881 52331 4.71876733272105 93.1836393098168 15.5013280846917 23.4335288834534 33.4008522672985 47.5951157057958 76 1.88649072517248 3828 3.58308536634769 6.81636069018323 99.085684430512 100 11 1.07918124604762 46 1.67209785793572 0.0819102904253993 27 1.44715803134222 3619 3.55870857053317 6.44420306629392 38 1.5910646070265 163 2.2148438480477 0.290247333463915 100 FALSE 1
271681 28929 377332 154521 11118 544 59414 8033 51028 0.998882966018875 0.827016539776786 0.849494228757892 2 2 5 NO YES 7854 3.89514618937599 50826 4.70609447677145 20.2120961712509 28.5306732774564 38.3799630110573 51.5976075237083 7780 3.89103541531531 46484 4.66731283529496 91.4571282414512 16.2980810601497 24.3847345323122 34.3365459082695 48.1649599862318 74 1.8750612633917 4342 3.63778982936223 8.54287175854877 99.2860432980194 100 9 1 57 1.76342799356294 0.112147326171644 28 1.46239799789896 4118 3.61479179195642 8.10215244166372 37 1.57978359661681 167 2.22530928172586 0.328571990713414 100 FALSE 1
164035 14293 276483 86517 9369 529 33580 7121 38371 0.99768053973113 0.839175418717475 0.861822506105521 2 2 5 NO YES 7005 3.84547013298167 38235 4.58247245293485 18.4072185170655 26.303125408657 35.5041192624559 49.4860729697921 6932 3.84092120019877 35556 4.55092511173554 92.9933307179286 15.513556080549 23.0931488356396 32.3658454269322 46.8275396557543 73 1.86923171973098 2679 3.42813479402879 7.0066692820714 99.0668159761105 100 14 1.17609125905568 88 1.94939000664491 0.230155616581666 25 1.41497334797082 2485 3.39550112430563 6.49928076369818 34 1.54406804435028 106 2.02938377768521 0.277232901791552 100 FALSE 1
232715 21377 408834 104733 15351 193 70784 8004 52133 0.999194368058774 0.822473289313396 0.858477191322734 2 2 5 NO YES 7832 3.89392812654261 51943 4.7155353898647 20.4762913193308 28.5851799087461 38.1341085420557 51.6546984194213 7753 3.88952579667119 47141 4.67340800352854 90.7552509481547 15.8397148978596 23.8136653868183 33.5801107316349 47.8437029337519 79 1.90308998699194 4802 3.68151258663896 9.24474905184529 99.2294877134527 100 10 1.04139268515822 42 1.63346845557959 0.0808578634272183 27 1.44715803134222 4586 3.66152874013198 8.82890861136245 42 1.63346845557959 174 2.24303804868629 0.334982577055619 100 FALSE 1
